fid,BAUMNUMMER,FID_ANLAGE,BAUMART_K,BAUMART_L,BAUMART_D,EIGENTUEMER,PFLEGEZUSTAENDIGKEIT,PFLEGESTUFE,BAUMSTATUS,PFLANZJAHR,FALLDATUM,SCHUTZART,KATEGORIE,BAUMHOEHE,MINDESTBAUMHOEHE,KRONE,KRONENDURCHMESSER,MINDESTDURCHMESSER,BAUMTYP,LAGEGENAUIGKEIT,FORMSCHNITT,$GEOMETRY1,Z,BREITENGRAD,LAENGENGRAD,DATE_CREATED,DATE_MODIFED,$SQLLABEL1,X,Y
787315,14697,HPS Michaelschule,acpl,Acer platanoides ,Spitz-Ahorn,Stadt Winterthur,Baumpflege OST-SÜD,2,Aktiv,1985,,,Laubbaum,7,20,grosskronig,4,10,Strassenbaum,VA,NEIN,2700305.19 / 1260326.15,471.925,47.48604427,8.76956609,"09.11.2016","03.12.2025",false,2700305.19,1260326.15
787319,14768,KG Zinzikon,pont,Populus nigra 'Italica',Italienische Säulenpappel,Stadt Winterthur,Baumpflege MITTE-OST,2,Aktiv,1992,,,Laubbaum,22,25,grosskronig,5,8,Strassenbaum,VA,NEIN,2699087.16 / 1263891.61,473.095,47.51829187,8.7541999,"09.11.2016","03.04.2025",false,2699087.16,1263891.61
787323,14670,KG Schützenwiese,moal,Morus alba ,Weisse Maulbeere,Stadt Winterthur,Baumpflege WEST,3,Aktiv,1954,,,Laubbaum,7,15,grosskronig,9,10,Parkbaum,VA,NEIN,2696371.74 / 1261987.86,435.585,47.50157571,8.71774214,"09.11.2016","03.04.2025",false,2696371.74,1261987.86
787327,14748,SH Reutlingen,tiep,Tilia europaea 'Pallida',Kaiser-Linde,Stadt Winterthur,Baumpflege MITTE-OST,2,Aktiv,1997,,,Laubbaum,7,25,grosskronig,5,12,Strassenbaum,VA,NEIN,2698888.32 / 1264896.44,456.202,47.52735779,8.75178345,"09.11.2016","03.04.2025",false,2698888.32,1264896.44
787335,14773,TH Lind,tipl,Tilia platyphyllos ,Sommerlinde,Stadt Winterthur,Baumpflege MITTE-OST,3,Aktiv,1970,,Schutzverfügung,Laubbaum,14,25,grosskronig,15,12,Strassenbaum,VA,NEIN,2697415.18 / 1262078.23,443.074,47.50223464,8.7316087,"09.11.2016","03.04.2025",false,2697415.18,1262078.23
787339,15262,Brühlbergstrasse Anlage,bepe,Betula pendula ,Sand-. Weissbirke. Hängebirke,Stadt Winterthur,Baumpflege WEST,2,Aktiv,1990,,,Laubbaum,10,15,grosskronig,4,8,Parkbaum,VA,NEIN,2695722.19 / 1261380.26,464.093,47.49620656,8.7089919,"09.11.2016","03.04.2025",false,2695722.19,1261380.26
787343,15286,Nägelsee Anlage,maso,Magnolia x soulangeana ,Tulpen-Mangolie,Stadt Winterthur,Baumpflege WEST,3,Aktiv,1960,,,Laubbaum,5,5,grosskronig,8,12,Parkbaum,VA,NEIN,2695346.99 / 1261143.04,427.927,47.49412784,8.70396271,"09.11.2016","03.04.2025",false,2695346.99,1261143.04
787347,15401,KG Äusseres Lind,tito,Tilia tomentosa ,Silberlinde (ungarische),Stadt Winterthur,Baumpflege MITTE-OST,3,Aktiv,1920,,,Laubbaum,23,25,grosskronig,15,12,Strassenbaum,VA,NEIN,2696870.51 / 1262614.60,438.115,47.50713853,8.72449731,"09.11.2016",22.10.2025,false,2696870.51,1262614.6
787351,15268,Brühlbergstrasse Anlage,quro,Quercus robur ,Stieleiche,Stadt Winterthur,Baumpflege WEST,3,Aktiv,1935,,,Laubbaum,16,20,grosskronig,12,12,Parkbaum,VA,NEIN,2695696.12 / 1261364.65,462.321,47.49606999,8.70864265,"09.11.2016","03.04.2025",false,2695696.12,1261364.65
787359,15418,KG Feldstrasse,frex,Fraxinus excelsior ,Gemeine Esche,Stadt Winterthur,Baumpflege WEST,3,Aktiv,1979,,,Laubbaum,17,20,grosskronig,18,8,Parkbaum,VA,NEIN,2696307.52 / 1262738.00,434.274,47.50833095,8.71705204,"09.11.2016","01.01.2026",false,2696307.52,1262738
787363,15301,KG Schlosstalstrasse,acsa,Acer saccharinum ,Silberahorn,Stadt Winterthur,Baumpflege WEST,3,Aktiv,1975,,,Laubbaum,18,20,grosskronig,15,12,Parkbaum,VA,NEIN,2695572.46 / 1261229.74,435.94,47.49487475,8.70697291,"09.11.2016","03.04.2025",false,2695572.46,1261229.74
787367,15393,KG Äusseres Lind,tipe,Tilia tomentosa 'Petiolaris',Silber-Linde,Stadt Winterthur,Baumpflege MITTE-OST,3,Aktiv,1900,,,Laubbaum,22,25,grosskronig,19,12,Strassenbaum,VA,NEIN,2696920.32 / 1262625.39,438.961,47.50722817,8.72516067,"09.11.2016",22.10.2025,false,2696920.32,1262625.39
787375,15252,KG Steig,acca,Acer campestre ,Feldahorn,Stadt Winterthur,Baumpflege SÜD,2,Aktiv,1986,,,Laubbaum,17,10,grosskronig,18,8,Parkbaum,VA,NEIN,2695258.10 / 1258862.71,470.531,47.47363415,8.70229613,"09.11.2016","03.12.2025",false,2695258.1,1258862.71
787391,15269,Brühlbergstrasse Anlage,acca,Acer campestre ,Feldahorn,Stadt Winterthur,Baumpflege WEST,3,Aktiv,1940,,,Laubbaum,12,10,grosskronig,10,8,Strassenbaum,VA,NEIN,2695704.84 / 1261359.38,460.991,47.49602132,8.70875727,"09.11.2016","03.04.2025",false,2695704.84,1261359.38
787403,15321,Büelpark,ceja,Cercidiphyllum japonicum ,Katsurabaum. Japanischer Kuchenbaum,Stadt Winterthur,Baumpflege MITTE-OST,2,Aktiv,1985,,,Laubbaum,10,8,grosskronig,9,5,Strassenbaum,VA,NEIN,2697099.51 / 1261194.07,480.522,47.49433027,8.72722707,"09.11.2016","03.04.2025",false,2697099.51,1261194.07
787415,15312,KG Schlosstalstrasse,acpl,Acer platanoides ,Spitz-Ahorn,Stadt Winterthur,Baumpflege WEST,3,Aktiv,1975,,,Laubbaum,14,20,grosskronig,15,10,Parkbaum,VA,NEIN,2695602.66 / 1261251.55,436.333,47.49506656,8.70737829,"09.11.2016","03.04.2025",false,2695602.66,1261251.55
787419,15322,Büelpark,tiep,Tilia europaea 'Pallida',Kaiser-Linde,Stadt Winterthur,Baumpflege MITTE-OST,2,Aktiv,1987,,,Laubbaum,12,25,grosskronig,6,12,Strassenbaum,VA,NEIN,2697081.80 / 1261196.70,481.006,47.49435654,8.72699259,"09.11.2016","03.04.2025",false,2697081.8,1261196.7
787423,16052,Büel Gärtnerei,plhi,Platanus x hispanica (x acerifolia),Ahornblättrige Platane,Stadt Winterthur,Baumpflege SÜD,3,Aktiv,1968,,,Laubbaum,4,25,grosskronig,8,12,Strassenbaum,VA,NEIN,2697088.56 / 1261133.93,481.771,47.49379108,8.72706859,"09.11.2016","03.12.2025",false,2697088.56,1261133.93
787435,16011,SH Gutenberg,tieu,Tilia x euchlora,Krim-Linde,Stadt Winterthur,Baumpflege SÜD,2,Aktiv,1985,,,Laubbaum,9,25,grosskronig,4,12,Strassenbaum,VA,NEIN,2695748.52 / 1260856.63,436.165,47.49149386,8.70922884,"09.11.2016","03.12.2025",false,2695748.52,1260856.63
787439,16056,Büel Gärtnerei,plhi,Platanus x hispanica (x acerifolia),Ahornblättrige Platane,Stadt Winterthur,Baumpflege SÜD,3,Aktiv,1968,,,Laubbaum,4,25,grosskronig,7,12,Strassenbaum,VA,NEIN,2697099.83 / 1261130.75,481.715,47.49376081,8.72721749,"09.11.2016","03.12.2025",false,2697099.83,1261130.75
787443,15999,QA Kanzleistrasse,bepe,Betula pendula ,Sand-. Weissbirke. Hängebirke,Stadt Winterthur,Baumpflege OST-SÜD,3,Aktiv,1955,,,Laubbaum,16,15,grosskronig,7,8,Parkbaum,VA,NEIN,2699949.83 / 1260179.80,462.083,47.48478229,8.76481897,"09.11.2016","03.12.2025",false,2699949.83,1260179.8
787447,15975,SH Tägelmoos,pote,Populus tremula ,Espe. Zitterpappel,Stadt Winterthur,Baumpflege OST-SÜD,3,Aktiv,1970,,,Laubbaum,16,25,grosskronig,8,12,Parkbaum,VA,NEIN,2699871.61 / 1260678.50,453.479,47.4892788,8.76389305,"09.11.2016","03.12.2025",false,2699871.61,1260678.5
787451,15873,Bruderhaus Anlage,cabe,Carpinus betulus ,Hainbuche. Weissbuche,Stadt Winterthur,Baumpflege SÜD,3,Aktiv,1967,,,Laubbaum,10,15,grosskronig,14,8,Parkbaum,VA,NEIN,2697089.02 / 1259329.40,544.978,47.47756335,8.72668193,"09.11.2016","03.12.2025",false,2697089.02,1259329.4
787455,15875,Bruderhaus Anlage,acca,Acer campestre ,Feldahorn,Stadt Winterthur,Baumpflege SÜD,3,Aktiv,1967,,,Laubbaum,14,10,grosskronig,15,8,Strassenbaum,VA,NEIN,2697088.67 / 1259343.14,545.231,47.47768691,8.72668025,"09.11.2016","03.12.2025",false,2697088.67,1259343.14
787459,15865,KG Laubegg,acce,Acer campestre 'Elsrijk',Kegel-Feldahorn,Stadt Winterthur,Baumpflege SÜD,2,Aktiv,1995,,,Laubbaum,11,10,grosskronig,9,8,Strassenbaum,VA,NEIN,2695211.45 / 1259398.85,466.276,47.4784623,8.70179187,"09.11.2016","03.12.2025",false,2695211.45,1259398.85
787463,16029,SH Gutenberg,maxs,Malus Hybride ,Zierapfel,Stadt Winterthur,Baumpflege SÜD,2,Aktiv,1985,,,Laubbaum,5,8,grosskronig,3,8,Strassenbaum,VA,NEIN,2695781.68 / 1260831.42,436.95,47.49126235,8.70966336,"09.11.2016","03.12.2025",false,2695781.68,1260831.42
787475,16010,Alpenblick Anlage,cabe,Carpinus betulus ,Hainbuche. Weissbuche,Stadt Winterthur,Baumpflege MITTE-OST,3,Aktiv,1952,,,Laubbaum,22,15,grosskronig,16,8,Strassenbaum,VA,NEIN,2697205.04 / 1261273.89,467.619,47.49503252,8.72864461,"09.11.2016","03.04.2025",false,2697205.04,1261273.89
787479,16048,Büel Gärtnerei,acca,Acer campestre ,Feldahorn,Stadt Winterthur,Baumpflege SÜD,3,Aktiv,1968,,,Laubbaum,11,10,grosskronig,7,8,Strassenbaum,VA,NEIN,2697061.42 / 1261176.00,482.09,47.49417343,8.72671773,"09.11.2016","03.12.2025",false,2697061.42,1261176
787483,15994,QA Kanzleistrasse,plhi,Platanus x hispanica (x acerifolia),Ahornblättrige Platane,Stadt Winterthur,Baumpflege OST-SÜD,3,Aktiv,1890,,,Laubbaum,21,25,grosskronig,16,12,Strassenbaum,VA,NEIN,2699937.37 / 1260138.27,462.883,47.48441067,8.76464439,"09.11.2016","03.12.2025",false,2699937.37,1260138.27
787487,15992,QA Kanzleistrasse,plhi,Platanus x hispanica (x acerifolia),Ahornblättrige Platane,Stadt Winterthur,Baumpflege OST-SÜD,3,Aktiv,1890,,,Laubbaum,20,25,grosskronig,18,12,Strassenbaum,VA,NEIN,2699924.58 / 1260130.03,462.986,47.48433851,8.76447286,"09.11.2016","03.12.2025",false,2699924.58,1260130.03
787491,15944,SH Tägelmoos,saca,Salix caprea ,Salweide,Stadt Winterthur,Baumpflege OST-SÜD,3,Aktiv,1970,,,Laubbaum,11,4,grosskronig,8,3,Parkbaum,VA,NEIN,2699848.81 / 1260609.02,453.598,47.4886575,8.76357496,"09.11.2016","03.12.2025",false,2699848.81,1260609.02
787495,16006,Alpenblick Anlage,tiep,Tilia europaea 'Pallida',Kaiser-Linde,Stadt Winterthur,Baumpflege MITTE-OST,2,Aktiv,1992,,,Laubbaum,16,25,grosskronig,12,12,Parkbaum,VA,NEIN,2697224.31 / 1261290.52,467.153,47.49517924,8.72890394,"09.11.2016","03.04.2025",false,2697224.31,1261290.52
787503,15881,SH Tägelmoos,tiep,Tilia europaea 'Pallida',Kaiser-Linde,Stadt Winterthur,Baumpflege OST-SÜD,3,Aktiv,1970,,,Laubbaum,10,25,grosskronig,7,12,Strassenbaum,VA,NEIN,2699805.66 / 1260757.79,453.401,47.49000188,8.76303582,"09.11.2016","03.12.2025",false,2699805.66,1260757.79
787519,13949,SH Hohfurri,acca,Acer campestre ,Feldahorn,Stadt Winterthur,Baumpflege WEST,3,Aktiv,1952,,,Laubbaum,15,10,grosskronig,8,8,Strassenbaum,VA,NEIN,2694647.14 / 1262630.88,426.777,47.50760871,8.69499259,"09.11.2016","03.04.2025",false,2694647.14,1262630.88
787523,14189,SH Tössfeld,tiep,Tilia europaea 'Pallida',Kaiser-Linde,Stadt Winterthur,Baumpflege SÜD,2,Aktiv,1995,,,Laubbaum,8,25,grosskronig,5,12,Strassenbaum,VA,NEIN,2696075.97 / 1260934.84,438.328,47.49214944,8.71359032,"09.11.2016","03.12.2025",false,2696075.97,1260934.84
787527,14188,SH Tössfeld,prpa,Prunus padus ,Gewöhnliche Traubenkirsche,Stadt Winterthur,Baumpflege SÜD,2,Aktiv,1995,,,Laubbaum,9,10,grosskronig,7,8,Parkbaum,VA,NEIN,2696083.30 / 1260936.38,438.279,47.49216222,8.7136879,"09.11.2016","03.12.2025",false,2696083.3,1260936.38
787535,14242,Tössfeld Anlage,plhi,Platanus x hispanica (x acerifolia),Ahornblättrige Platane,Stadt Winterthur,Baumpflege SÜD,3,Aktiv,1925,,,Laubbaum,16,25,grosskronig,18,12,Strassenbaum,VA,NEIN,2696074.07 / 1261054.88,438.023,47.49322925,8.71359096,"09.11.2016","03.12.2025",false,2696074.07,1261054.88
787539,14124,Sportanlage Steinacker,acca,Acer campestre ,Feldahorn,Stadt Winterthur,Baumpflege SÜD,2,Aktiv,1997,,,Laubbaum,8,10,grosskronig,5,8,Strassenbaum,VA,NEIN,2699141.93 / 1260317.36,452.301,47.4861416,8.7541319,"09.11.2016","03.12.2025",false,2699141.93,1260317.36
787543,14062,SH Rychenberg,acsl,Acer saccharinum 'Laciniatum Wieri',Geschlitzter Silber-Ahorn,Stadt Winterthur,Baumpflege MITTE-OST,3,Aktiv,1956,,,Laubbaum,9,20,grosskronig,5,12,Strassenbaum,VA,NEIN,2698967.27 / 1262674.05,481.828,47.50736083,8.752338,"09.11.2016","03.04.2025",false,2698967.27,1262674.05
787551,13976,SH Lindberg,cabe,Carpinus betulus ,Hainbuche. Weissbuche,Stadt Winterthur,Baumpflege MITTE-OST,3,Aktiv,1935,,,Laubbaum,13,15,grosskronig,8,8,Strassenbaum,VA,NEIN,2698730.76 / 1262922.41,509.185,47.50962986,8.7492541,"09.11.2016","03.04.2025",false,2698730.76,1262922.41
787555,13921,SH Hohfurri,cabe,Carpinus betulus ,Hainbuche. Weissbuche,Stadt Winterthur,Baumpflege WEST,3,Aktiv,1952,,,Laubbaum,14,15,grosskronig,7,8,Parkbaum,VA,NEIN,2694664.72 / 1262730.28,426.773,47.5085001,8.69524696,"09.11.2016","03.04.2025",false,2694664.72,1262730.28
787559,14110,SH Talacker,aehb,Aesculus hippocastanum 'Baumanii',Gefülltblühende Rosskastanie,Stadt Winterthur,Baumpflege MITTE-OST,2,Aktiv,1994,,,Laubbaum,9,20,grosskronig,6,12,Strassenbaum,VA,NEIN,2698934.42 / 1261955.74,452.364,47.50090625,8.75174259,"09.11.2016","03.04.2025",false,2698934.42,1261955.74
787563,14125,Sportanlage Steinacker,acca,Acer campestre ,Feldahorn,Stadt Winterthur,Baumpflege SÜD,2,Aktiv,1997,,,Laubbaum,7,10,grosskronig,4,8,Strassenbaum,VA,NEIN,2699144.95 / 1260315.26,452.295,47.48612222,8.75417153,"09.11.2016","03.12.2025",false,2699144.95,1260315.26
787567,14204,SH Tössfeld,aehi,Aesculus hippocastanum ,Gewöhnliche Rosskastanie,Stadt Winterthur,Baumpflege SÜD,3,Aktiv,1906,,,Laubbaum,12,20,grosskronig,12,12,Strassenbaum,VA,NEIN,2696090.67 / 1261021.94,437.964,47.49293061,8.71380413,"09.11.2016","03.12.2025",false,2696090.67,1261021.94
787571,14141,Sportanlage Steinacker,qurf,Quercus robur 'Fastigiata',Säulen-Eiche,Stadt Winterthur,Baumpflege SÜD,2,Aktiv,1997,,,Laubbaum,20,15,grosskronig,5,8,Strassenbaum,VA,NEIN,2699141.85 / 1260380.08,452.268,47.48670559,8.7541447,"09.11.2016","03.12.2025",false,2699141.85,1260380.08
787575,14236,Tössfeld Anlage,acps,Acer pseudoplatanus ,Bergahorn,Stadt Winterthur,Baumpflege SÜD,3,Aktiv,1925,,,Laubbaum,13,20,grosskronig,7,10,Strassenbaum,VA,NEIN,2696099.27 / 1261047.01,437.977,47.49315478,8.71392358,"09.11.2016","03.12.2025",false,2696099.27,1261047.01
787579,14026,SH Rychenberg,cabe,Carpinus betulus ,Hainbuche. Weissbuche,Stadt Winterthur,Baumpflege MITTE-OST,2,Aktiv,1980,,,Laubbaum,6,15,grosskronig,5,8,Strassenbaum,VA,NEIN,2698900.20 / 1262745.69,483.706,47.5080152,8.75146377,"09.11.2016","03.04.2025",false,2698900.2,1262745.69
787583,14211,SH Tössfeld,aehi,Aesculus hippocastanum ,Gewöhnliche Rosskastanie,Stadt Winterthur,Baumpflege SÜD,3,Aktiv,1906,,,Laubbaum,12,20,grosskronig,10,12,Strassenbaum,VA,NEIN,2696083.46 / 1261001.30,438.017,47.49274598,8.71370395,"09.11.2016","03.12.2025",false,2696083.46,1261001.3
787587,14140,Sportanlage Steinacker,qurf,Quercus robur 'Fastigiata',Säulen-Eiche,Stadt Winterthur,Baumpflege SÜD,2,Aktiv,1997,,,Laubbaum,20,15,grosskronig,5,8,Strassenbaum,VA,NEIN,2699155.92 / 1260399.49,452.318,47.48687807,8.75433575,"09.11.2016","03.12.2025",false,2699155.92,1260399.49
787591,14769,KG Zinzikon,pont,Populus nigra 'Italica',Italienische Säulenpappel,Stadt Winterthur,Baumpflege MITTE-OST,2,Aktiv,1992,,,Laubbaum,21,25,grosskronig,6,8,Strassenbaum,VA,NEIN,2699087.97 / 1263893.05,473.174,47.51830467,8.75421101,"09.11.2016","03.04.2025",false,2699087.97,1263893.05
787595,14818,KG Gerzler,rops,Robinia pseudoacacia ,Robinie. Scheinakazie,Stadt Winterthur,Baumpflege MITTE-OST,3,Aktiv,1960,,,Laubbaum,13,15,grosskronig,8,10,Parkbaum,VA,NEIN,2699096.11 / 1263279.95,489.874,47.51279006,8.75418266,"09.11.2016","03.04.2025",false,2699096.11,1263279.95
787599,14733,HPS Michaelschule,jure,Juglans regia ,Echte Walnuss,Stadt Winterthur,Baumpflege OST-SÜD,2,Aktiv,1985,,,Laubbaum,7,20,grosskronig,6,12,Strassenbaum,VA,NEIN,2700309.42 / 1260474.45,477.057,47.4873772,8.76965558,"09.11.2016","03.12.2025",false,2700309.42,1260474.45
787603,14840,KG Gerzler,acca,Acer campestre ,Feldahorn,Stadt Winterthur,Baumpflege MITTE-OST,3,Aktiv,1964,,,Laubbaum,12,10,grosskronig,10,8,Strassenbaum,VA,NEIN,2699134.36 / 1263237.16,484.82,47.51239953,8.75468083,"09.11.2016","03.04.2025",false,2699134.36,1263237.16
787611,14765,KG Zinzikon,acpl,Acer platanoides ,Spitz-Ahorn,Stadt Winterthur,Baumpflege MITTE-OST,2,Aktiv,1992,,,Laubbaum,10,20,grosskronig,8,10,Strassenbaum,VA,NEIN,2699094.73 / 1263873.66,474.241,47.51812927,8.75429635,"09.11.2016","03.04.2025",false,2699094.73,1263873.66
787619,14653,KG Schützenwiese,tiep,Tilia europaea 'Pallida',Kaiser-Linde,Stadt Winterthur,Baumpflege WEST,2,Aktiv,1984,,,Laubbaum,13,25,grosskronig,11,12,Strassenbaum,VA,NEIN,2696400.49 / 1261991.83,436.19,47.50160718,8.71812456,"09.11.2016",13.05.2025,false,2696400.49,1261991.83
787623,14764,KG Zinzikon,acpl,Acer platanoides ,Spitz-Ahorn,Stadt Winterthur,Baumpflege MITTE-OST,2,Aktiv,1992,,,Laubbaum,9,20,grosskronig,7,10,Strassenbaum,VA,NEIN,2699095.82 / 1263872.16,473.997,47.51811562,8.75431055,"09.11.2016","03.04.2025",false,2699095.82,1263872.16
787627,14679,QA Gutschick-Mattenbach,acpl,Acer platanoides ,Spitz-Ahorn,Stadt Winterthur,Baumpflege OST-SÜD,3,Aktiv,1970,,,Laubbaum,11,20,grosskronig,14,10,Parkbaum,VA,NEIN,2698775.79 / 1261074.22,449.28,47.49300292,8.74944221,"09.11.2016","03.12.2025",false,2698775.79,1261074.22
787631,14829,KG Gerzler,prav,Prunus avium ,Vogelkirsche,Stadt Winterthur,Baumpflege MITTE-OST,3,Aktiv,1938,,,Laubbaum,13,10,grosskronig,8,8,Parkbaum,VA,NEIN,2699101.39 / 1263264.42,489.593,47.51264964,8.7542492,"09.11.2016","03.04.2025",false,2699101.39,1263264.42
787635,14680,QA Gutschick-Mattenbach,acca,Acer campestre ,Feldahorn,Stadt Winterthur,Baumpflege OST-SÜD,3,Aktiv,1970,,,Laubbaum,10,10,grosskronig,9,8,Parkbaum,VA,NEIN,2698778.43 / 1261079.86,450.277,47.49305322,8.74947844,"09.11.2016","03.12.2025",false,2698778.43,1261079.86
787639,14776,TH Lind,tico,Tilia cordata ,Winterlinde,Stadt Winterthur,Baumpflege MITTE-OST,3,Aktiv,1970,,Schutzverfügung,Laubbaum,14,25,grosskronig,15,12,Strassenbaum,VA,NEIN,2697437.75 / 1262076.40,442.878,47.50221478,8.73190785,"09.11.2016","03.04.2025",false,2697437.75,1262076.4
787643,14798,Platanengut Anlage,quro,Quercus robur ,Stieleiche,Stadt Winterthur,Baumpflege MITTE-OST,3,Aktiv,1948,,,Laubbaum,18,20,grosskronig,19,12,Strassenbaum,VA,NEIN,2697560.35 / 1261602.12,444.141,47.49793161,8.73343101,"09.11.2016","02.10.2025",false,2697560.35,1261602.12
787647,14661,KG Schützenwiese,fasy,Fagus sylvatica ,Rotbuche,Stadt Winterthur,Baumpflege WEST,3,Aktiv,1875,,,Laubbaum,20,25,grosskronig,17,12,Parkbaum,VA,NEIN,2696348.70 / 1262019.21,435.172,47.50186099,8.71744325,"09.11.2016","03.04.2025",false,2696348.7,1262019.21
787651,14681,QA Gutschick-Mattenbach,acca,Acer campestre ,Feldahorn,Stadt Winterthur,Baumpflege OST-SÜD,3,Aktiv,1970,,,Laubbaum,11,10,grosskronig,8,8,Parkbaum,VA,NEIN,2698779.05 / 1261077.86,449.552,47.49303511,8.74948626,"09.11.2016","03.12.2025",false,2698779.05,1261077.86
787655,14816,KG Gerzler,rops,Robinia pseudoacacia ,Robinie. Scheinakazie,Stadt Winterthur,Baumpflege MITTE-OST,3,Aktiv,1955,,,Laubbaum,13,15,grosskronig,6,10,Parkbaum,VA,NEIN,2699095.96 / 1263291.82,490.121,47.51289683,8.75418332,"09.11.2016","03.04.2025",false,2699095.96,1263291.82
787659,14782,TH Lind,tier,Tilia europaea ,Holländische Linde,Stadt Winterthur,Baumpflege MITTE-OST,3,Aktiv,1920,,Schutzverfügung,Laubbaum,12,25,grosskronig,13,12,Strassenbaum,VA,NEIN,2697446.83 / 1262052.75,443.022,47.50200082,8.73202323,"09.11.2016","03.04.2025",false,2697446.83,1262052.75
787663,14767,KG Zinzikon,pont,Populus nigra 'Italica',Italienische Säulenpappel,Stadt Winterthur,Baumpflege MITTE-OST,2,Aktiv,1992,,,Laubbaum,21,25,grosskronig,4,8,Strassenbaum,VA,NEIN,2699086.94 / 1263889.65,472.98,47.51827426,8.75419649,"09.11.2016","03.04.2025",false,2699086.94,1263889.65
787667,14717,HPS Michaelschule,tieu,Tilia x euchlora,Krim-Linde,Stadt Winterthur,Baumpflege OST-SÜD,2,Aktiv,1996,,,Laubbaum,4,25,grosskronig,3,12,Strassenbaum,VA,NEIN,2700337.05 / 1260413.39,476.516,47.48682391,8.7700084,"09.11.2016","03.12.2025",false,2700337.05,1260413.39
787675,14803,Platanengut Anlage,maso,Magnolia x soulangeana ,Tulpen-Mangolie,Stadt Winterthur,Baumpflege MITTE-OST,3,Aktiv,1938,,,Laubbaum,7,5,grosskronig,11,12,Strassenbaum,VA,NEIN,2697536.03 / 1261597.64,443.746,47.4978949,8.73310732,"09.11.2016","03.04.2025",false,2697536.03,1261597.64
787679,17965,Verkehrsgrün überkommunal. Guggenbühl,bepe,Betula pendula ,Sand-. Weissbirke. Hängebirke,Stadt Winterthur,Baumpflege MITTE-OST,2,Aktiv,1996,,,Laubbaum,14,15,grosskronig,6,8,Strassenbaum,VA,NEIN,2699338.19 / 1263621.10,463.483,47.51582139,8.75747185,"09.11.2016","03.04.2025",false,2699338.19,1263621.1
787683,17985,Verkehrsgrün überkommunal. Stadel,acpl,Acer platanoides ,Spitz-Ahorn,Stadt Winterthur,Baumpflege MITTE-OST,2,Aktiv,1992,,,Laubbaum,12,20,grosskronig,12,10,Strassenbaum,VA,NEIN,2698427.02 / 1265453.16,448.911,47.53243339,8.74578196,"09.11.2016","03.04.2025",false,2698427.02,1265453.16
787687,17908,Verkehrsgrün überkommunal. Zinzikon,bepe,Betula pendula ,Sand-. Weissbirke. Hängebirke,Stadt Winterthur,Baumpflege MITTE-OST,2,Aktiv,1992,,,Laubbaum,13,15,grosskronig,6,8,Strassenbaum,VA,NEIN,2699403.03 / 1264291.94,466.167,47.52184417,8.75848228,"09.11.2016","03.04.2025",false,2699403.03,1264291.94
787691,17973,Verkehrsgrün überkommunal. Guggenbühl,bepe,Betula pendula ,Sand-. Weissbirke. Hängebirke,Stadt Winterthur,Baumpflege MITTE-OST,2,Aktiv,1996,,,Laubbaum,17,15,grosskronig,9,8,Strassenbaum,VA,NEIN,2699377.94 / 1263093.21,460.214,47.51106829,8.75788175,"09.11.2016","03.04.2025",false,2699377.94,1263093.21
787699,18111,Verkehrsgrün überkommunal. Hegi,cabe,Carpinus betulus ,Hainbuche. Weissbuche,Stadt Winterthur,Baumpflege OST-SÜD,3,Aktiv,1960,,,Laubbaum,13,15,grosskronig,11,8,Strassenbaum,VA,NEIN,2701037.01 / 1262133.73,467.391,47.50218712,8.77968435,"09.11.2016","03.12.2025",false,2701037.01,1262133.73
787703,18154,Verkehrsgrün überkommunal. Grüze,tiep,Tilia europaea 'Pallida',Kaiser-Linde,Stadt Winterthur,Baumpflege OST-SÜD,2,Aktiv,1994,,,Laubbaum,11,25,grosskronig,5,12,Strassenbaum,VA,NEIN,2698300.27 / 1261948.86,452.42,47.50093952,8.74332573,"09.11.2016","03.12.2025",false,2698300.27,1261948.86
787707,18143,Verkehrsgrün überkommunal. Grüze,tieu,Tilia x euchlora,Krim-Linde,Stadt Winterthur,Baumpflege OST-SÜD,3,Aktiv,1950,,,Laubbaum,17,25,grosskronig,11,12,Strassenbaum,geschätzt,NEIN,2698420.89 / 1261898.88,454.886,47.50047201,8.74491536,"09.11.2016","03.12.2025",false,2698420.89,1261898.88
787711,18074,Verkehrsgrün überkommunal. Grüze,acpl,Acer platanoides ,Spitz-Ahorn,Stadt Winterthur,Baumpflege OST-SÜD,3,Aktiv,1935,,,Laubbaum,12,20,grosskronig,12,10,Strassenbaum,VA,NEIN,2698591.47 / 1261660.11,450.286,47.49829925,8.7471262,"09.11.2016","03.12.2025",false,2698591.47,1261660.11
787715,18222,Verkehrsgrün kommunal. Deutweg,frex,Fraxinus excelsior ,Gemeine Esche,Stadt Winterthur,Baumpflege OST-SÜD,2,Aktiv,1998,,,Laubbaum,12,20,grosskronig,10,8,Strassenbaum,VA,NEIN,2698423.38 / 1261612.79,449.309,47.49789896,8.74488527,"09.11.2016","03.12.2025",false,2698423.38,1261612.79
787719,18124,Verkehrsgrün überkommunal. Grüze,ulmi,Ulmus minor ,Feldulme,Stadt Winterthur,Baumpflege OST-SÜD,3,Aktiv,1910,,,Laubbaum,17,20,grosskronig,15,8,Strassenbaum,VA,NEIN,2698400.39 / 1261886.81,454.802,47.50036653,8.74464065,"09.11.2016","03.12.2025",false,2698400.39,1261886.81
